Episode,Reward
0,13.0
1,16.0
2,13.0
3,20.0
4,18.0
5,10.0
6,15.0
7,23.0
8,16.0
9,36.0
10,21.0
11,10.0
12,20.0
13,20.0
14,19.0
15,11.0
16,12.0
17,11.0
18,13.0
19,13.0
20,16.0
21,13.0
22,11.0
23,32.0
24,21.0
25,16.0
26,11.0
27,13.0
28,22.0
29,13.0
30,9.0
31,17.0
32,13.0
33,10.0
34,14.0
35,11.0
36,12.0
37,15.0
38,11.0
39,12.0
40,10.0
41,9.0
42,13.0
43,9.0
44,11.0
45,12.0
46,11.0
47,15.0
48,9.0
49,15.0
50,14.0
51,11.0
52,8.0
53,10.0
54,9.0
55,12.0
56,11.0
57,12.0
58,9.0
59,15.0
60,12.0
61,12.0
62,10.0
63,18.0
64,12.0
65,11.0
66,10.0
67,12.0
68,13.0
69,10.0
70,10.0
71,9.0
72,10.0
73,12.0
74,9.0
75,12.0
76,12.0
77,9.0
78,9.0
79,9.0
80,10.0
81,11.0
82,10.0
83,10.0
84,12.0
85,11.0
86,10.0
87,10.0
88,15.0
89,10.0
90,11.0
91,10.0
92,17.0
93,13.0
94,10.0
95,11.0
96,9.0
97,14.0
98,10.0
99,11.0
100,9.0
101,9.0
102,10.0
103,12.0
104,11.0
105,9.0
106,12.0
107,12.0
108,9.0
109,12.0
110,11.0
111,12.0
112,10.0
113,11.0
114,10.0
115,9.0
116,13.0
117,14.0
118,9.0
119,11.0
120,8.0
121,9.0
122,10.0
123,10.0
124,9.0
125,9.0
126,9.0
127,11.0
128,10.0
129,14.0
130,11.0
131,10.0
132,9.0
133,10.0
134,13.0
135,14.0
136,11.0
137,15.0
138,13.0
139,17.0
140,12.0
141,12.0
142,13.0
143,11.0
144,12.0
145,15.0
146,14.0
147,12.0
148,12.0
149,20.0
150,18.0
151,14.0
152,16.0
153,14.0
154,15.0
155,27.0
156,20.0
157,25.0
158,17.0
159,24.0
160,29.0
161,26.0
162,25.0
163,29.0
164,33.0
165,42.0
166,45.0
167,29.0
168,61.0
169,121.0
170,70.0
171,66.0
172,89.0
173,66.0
174,73.0
175,78.0
176,98.0
177,94.0
178,79.0
179,78.0
180,79.0
181,79.0
182,90.0
183,90.0
184,88.0
185,123.0
186,106.0
187,106.0
188,127.0
189,107.0
